step,customer,age,gender,merchant,category,amount,fraud
173,'C1797237747','3','M','M1823072687','es_transportation',2663.53,0
62,'C739732151','2','F','M1823072687','es_transportation',2297.09,0
160,'C1450140987','4','F','M855959430','es_hyper',2110.9,1
20,'C1981089677','4','M','M1873032707','es_hotelservices',2486.35,1
151,'C227356089','2','F','M980657600','es_sportsandtoys',3022.06,1
55,'C371396143','2','F','M85975013','es_food',2532.05,0
107,'C848738212','4','M','M980657600','es_sportsandtoys',2253.25,1
155,'C1117403153','5','F','M1873032707','es_hotelservices',2038.2,1
101,'C957324981','4','M','M1873032707','es_hotelservices',2264.99,1
125,'C855978131','3','F','M1823072687','es_transportation',2143.1,0
22,'C1890466358','3','F','M348934600','es_transportation',2029.82,0
65,'C938819633','1','M','M1823072687','es_transportation',2503.68,0
13,'C826715503','5','M','M348934600','es_transportation',2478.89,0
115,'C1092769857','5','F','M732195782','es_travel',2283.25,1
154,'C1876642037','4','M','M78078399','es_wellnessandbeauty',2243.05,0
104,'C1396904959','3','M','M1823072687','es_transportation',2415.19,0
101,'C2078039202','4','M','M1535107174','es_wellnessandbeauty',2195.81,1
15,'C968150727','2','F','M17379832','es_sportsandtoys',2042.64,1
46,'C1163388474','2','F','M1873032707','es_hotelservices',2891,1
155,'C1510535804','3','F','M980657600','es_sportsandtoys',3304.93,1
118,'C806399525','2','F','M732195782','es_travel',2041.48,1
87,'C806399525','2','F','M17379832','es_sportsandtoys',2572.01,1
142,'C74966273','2','F','M980657600','es_sportsandtoys',2242.03,1
38,'C155412783','5','F','M1823072687','es_transportation',2272.16,0
173,'C440111595','2','F','M1823072687','es_transportation',2043.89,0
168,'C1885719603','3','F','M1823072687','es_transportation',2546.26,0
164,'C719449879','6','F','M980657600','es_sportsandtoys',2158.25,1
154,'C1903013338','3','M','M547558035','es_fashion',2358.25,0
25,'C123366357','4','M','M348934600','es_transportation',3079.27,0
12,'C1032319289','3','F','M1873032707','es_hotelservices',2404.39,1
77,'C73760959','6','M','M2011752106','es_hotelservices',2653.5,1
53,'C296571542','2','F','M480139044','es_health',9432.48,1
168,'C245117318','3','F','M980657600','es_sportsandtoys',2490.84,1
171,'C1680347409','2','F','M1823072687','es_transportation',2644.59,0
91,'C123623130','2','F','M480139044','es_health',2084.65,1
139,'C1701618194','2','F','M1823072687','es_transportation',2279.15,0
149,'C267284908','4','F','M1823072687','es_transportation',2585.13,0
61,'C1340235335','3','F','M1823072687','es_transportation',2848.4,0
86,'C1006176917','2','M','M348934600','es_transportation',2174.29,0
26,'C1275518867','5','F','M209847108','es_wellnessandbeauty',2131.24,1
99,'C1651395634','5','M','M980657600','es_sportsandtoys',2281.12,1
122,'C1337135199','2','M','M980657600','es_sportsandtoys',2709.28,1
19,'C155920620','2','M','M348934600','es_transportation',2426.7,0
82,'C1486069778','4','F','M855959430','es_hyper',2213.53,1
99,'C632643861','2','F','M348934600','es_transportation',2124.92,0
36,'C1426006139','4','F','M348934600','es_transportation',2446.8,0
128,'C1897689911','3','M','M1823072687','es_transportation',2108.07,0
2,'C615281750','3','F','M1888755466','es_otherservices',2005.69,1
155,'C1871220408','2','M','M348934600','es_transportation',2149.94,0
23,'C1564260047','3','F','M1198415165','es_wellnessandbeauty',2115.08,1
66,'C1334695551','2','F','M480139044','es_health',2386.21,1
83,'C1464489812','4','M','M480139044','es_health',2226.78,1
176,'C2004941826','2','F','M855959430','es_hyper',2571.7,1
6,'C1396720108','1','M','M1823072687','es_transportation',2389.98,0
162,'C297432139','2','F','M151143676','es_barsandrestaurants',2480.88,1
15,'C1549367339','4','F','M348934600','es_transportation',2504.97,0
36,'C23569509','5','M','M348934600','es_transportation',2643.71,0
174,'C1338932459','2','M','M980657600','es_sportsandtoys',2017.1,1
127,'C2022102158','6','F','M480139044','es_health',2060.58,1
109,'C1299368401','4','M','M1823072687','es_transportation',2260.03,0
116,'C784763814','5','F','M348934600','es_transportation',2044.8,0
16,'C1978250683','3','F','M480139044','es_health',2356.47,1
73,'C1389188684','5','M','M1198415165','es_wellnessandbeauty',6883.62,1
127,'C1728122351','3','F','M348934600','es_transportation',2237.95,0
22,'C1612798177','3','F','M1823072687','es_transportation',2701.22,0
100,'C1350963410','5','F','M547558035','es_fashion',2428.54,1
148,'C1456179400','5','F','M1823072687','es_transportation',2716.17,0
78,'C610735261','2','F','M348934600','es_transportation',2699.94,0
168,'C1240560903','4','M','M17379832','es_sportsandtoys',2332.47,1
178,'C1591152121','3','M','M1823072687','es_transportation',2361.28,0
51,'C51444479','3','M','M348934600','es_transportation',5334.89,0
20,'C515668508','3','F','M1741626453','es_sportsandtoys',7107.7,1
65,'C1021896897','4','M','M855959430','es_hyper',3025.56,1
164,'C1154631581','5','M','M348934600','es_transportation',2295.57,0
100,'C2055156879','3','F','M1741626453','es_sportsandtoys',2025.54,1
154,'C1374422827','5','M','M1823072687','es_transportation',2066.32,0
132,'C932908444','1','F','M980657600','es_sportsandtoys',2120.87,1
55,'C2044438336','2','M','M1823072687','es_transportation',2181.55,0
21,'C1580955370','2','M','M85975013','es_food',2833.47,0
132,'C959023117','3','M','M1823072687','es_transportation',2034.32,0
70,'C806399525','2','F','M855959430','es_hyper',2423.5,1
85,'C1791793827','4','M','M1535107174','es_wellnessandbeauty',2032.28,1
148,'C1455309687','4','F','M17379832','es_sportsandtoys',2311.94,1
115,'C295362058','4','M','M1823072687','es_transportation',2275.18,0
114,'C1273564839','5','F','M855959430','es_hyper',2447.53,0
12,'C39858251','5','F','M348934600','es_transportation',2591.16,0
54,'C1825950751','4','F','M1823072687','es_transportation',2425.25,0
31,'C47809392','3','M','M209847108','es_wellnessandbeauty',2175.72,0
142,'C106931168','3','F','M980657600','es_sportsandtoys',5999.35,1
6,'C1275518867','5','F','M3697346','es_leisure',4973.46,1
110,'C1350963410','5','F','M732195782','es_travel',2077.87,1
175,'C587299231','2','F','M3697346','es_leisure',2058.19,1
83,'C368299362','2','F','M1823072687','es_transportation',2300.35,0
84,'C2052617893','5','F','M1535107174','es_wellnessandbeauty',2318.12,1
151,'C350034124','1','F','M732195782','es_travel',2987.86,1
9,'C1944210063','3','M','M348934600','es_transportation',2430.29,0
108,'C2020967123','3','M','M348934600','es_transportation',2702.72,0
118,'C667215072','3','F','M547558035','es_fashion',3083.7,1
166,'C1237476993','1','M','M480139044','es_health',2580.99,1
138,'C1445931696','4','M','M1823072687','es_transportation',2290.15,0
45,'C484067548','5','M','M151143676','es_barsandrestaurants',2158.83,1
46,'C1332125345','2','F','M1352454843','es_hotelservices',2541.86,0
150,'C896659218','4','F','M480139044','es_health',2372.92,1
118,'C1464489812','4','M','M855959430','es_hyper',2336.82,1
149,'C911139709','3','F','M1600850729','es_fashion',2427.51,0
106,'C1923131377','2','F','M1823072687','es_transportation',2290.64,0
18,'C1740004679','3','F','M348934600','es_transportation',2697.85,0
4,'C474891377','4','M','M348934600','es_transportation',2475.9,0
177,'C460167545','5','F','M348934600','es_transportation',2193.16,0
130,'C896659218','4','F','M480139044','es_health',2034.65,1
3,'C1338125837','3','F','M1888755466','es_otherservices',2127.28,1
27,'C190128751','2','F','M348934600','es_transportation',2057.72,0
64,'C1981040988','4','M','M980657600','es_sportsandtoys',2215.54,1
169,'C632643861','2','F','M980657600','es_sportsandtoys',2266,1
65,'C1175850429','4','M','M980657600','es_sportsandtoys',2290.17,1
84,'C170002529','2','F','M348934600','es_transportation',2222.26,0
166,'C660232446','4','F','M1741626453','es_sportsandtoys',2390.28,1
61,'C1978250683','3','F','M1873032707','es_hotelservices',2121.22,1
22,'C1965115675','3','F','M348934600','es_transportation',2238.14,0
99,'C303533554','2','M','M348934600','es_transportation',2386.8,0
145,'C1466730207','4','F','M980657600','es_sportsandtoys',2008.25,1
42,'C1038722314','4','M','M348934600','es_transportation',2437.41,0
165,'C1429394820','3','M','M1946091778','es_wellnessandbeauty',2259.75,0
82,'C1423519115','1','M','M980657600','es_sportsandtoys',2261.99,1
120,'C2096367617','2','M','M480139044','es_health',2157.03,1
61,'C218446443','2','M','M348934600','es_transportation',2194.89,0
47,'C2029865097','4','M','M348934600','es_transportation',2851.71,0
56,'C1175850429','4','M','M547558035','es_fashion',2301.7,1
165,'C1143401925','1','F','M1823072687','es_transportation',5682.79,0
168,'C1381700589','4','M','M348934600','es_transportation',4832.02,0
108,'C2130871815','4','M','M348934600','es_transportation',2366.36,0
53,'C115540448','5','F','M732195782','es_travel',2368.73,1
83,'C218446443','2','M','M2122776122','es_home',2132.75,1
166,'C908162687','6','F','M348934600','es_transportation',2613.67,0
29,'C185820405','3','M','M1823072687','es_transportation',2278.32,0
178,'C2112751068','5','F','M348934600','es_transportation',2317.82,0
55,'C2011875751','4','M','M980657600','es_sportsandtoys',2136.42,1
31,'C441989517','3','F','M1649169323','es_sportsandtoys',2187.51,0
96,'C1651213581','3','F','M348934600','es_transportation',2592.33,0
152,'C548185127','2','F','M732195782','es_travel',2565.08,1
61,'C1983968298','4','M','M480139044','es_health',2573.85,1
68,'C411345215','1','F','M348934600','es_transportation',2215.28,0
64,'C1913127981','4','F','M348934600','es_transportation',2086.81,0
79,'C124539163','2','F','M732195782','es_travel',2384.63,1
164,'C677561666','1','F','M1823072687','es_transportation',2228.93,0
126,'C1163388474','2','F','M480139044','es_health',2123.87,1
131,'C1781953799','5','M','M1353266412','es_hotelservices',2249.8,1
76,'C656901929','4','M','M547558035','es_fashion',2576.88,1
155,'C571254990','3','F','M855959430','es_hyper',2032.12,1
57,'C2031167542','2','M','M1823072687','es_transportation',2644.15,0
132,'C1966686053','4','F','M1823072687','es_transportation',2161.63,0
35,'C1572610482','3','F','M3697346','es_leisure',2661.19,1
39,'C1304285526','5','F','M1823072687','es_transportation',2129.12,0
117,'C1890250226','3','M','M348934600','es_transportation',2201.7,0
94,'C1350963410','5','F','M480139044','es_health',2010.77,1
170,'C775101977','3','M','M348934600','es_transportation',2306.04,0
169,'C1432312197','5','M','M480139044','es_health',2264.18,1
99,'C928481238','2','M','M348934600','es_transportation',2154.45,0
34,'C579648989','3','F','M348934600','es_transportation',7326.55,0
37,'C547610089','4','F','M480139044','es_health',2297.43,1
19,'C1166337448','3','F','M980657600','es_sportsandtoys',2255.29,1
2,'C1633477199','2','M','M348934600','es_transportation',2097.49,0
99,'C1978250683','3','F','M3697346','es_leisure',2052.14,1
10,'C1525483242','3','M','M1823072687','es_transportation',2219.33,0
75,'C1931900243','5','F','M1823072687','es_transportation',5611.11,0
165,'C910454738','4','F','M480139044','es_health',4503.3,1
47,'C809005315','2','F','M480139044','es_health',2776.51,1
71,'C2004941826','2','F','M480139044','es_health',2027.45,1
132,'C1269217373','2','F','M1873032707','es_hotelservices',2563.2,1
159,'C2005093875','5','F','M348934600','es_transportation',2817.59,0
134,'C906611945','2','M','M480139044','es_health',2398.85,1
86,'C1388726904','3','F','M1823072687','es_transportation',2395.67,0
58,'C1969886762','4','M','M17379832','es_sportsandtoys',2268.04,1
161,'C1468001998','3','F','M980657600','es_sportsandtoys',2042.08,1
22,'C1597422235','3','F','M1294758098','es_leisure',2614.25,1
128,'C296571542','2','F','M151143676','es_barsandrestaurants',2418.09,0
38,'C359698649','3','F','M1823072687','es_transportation',2627.98,0
120,'C826734487','4','F','M480139044','es_health',2064.27,1
143,'C864134074','4','F','M1823072687','es_transportation',2241.47,0
120,'C1163388474','2','F','M980657600','es_sportsandtoys',2061.61,1
78,'C800967034','3','F','M1823072687','es_transportation',7070.57,0
7,'C585290792','4','M','M1823072687','es_transportation',6762.5,0
22,'C123623130','2','F','M348934600','es_transportation',2749.53,0
48,'C806399525','2','F','M732195782','es_travel',2460.96,1
128,'C1195893546','5','M','M1823072687','es_transportation',8142.59,0
166,'C645539039','2','M','M1823072687','es_transportation',4981.86,0
146,'C1392676510','2','M','M1823072687','es_transportation',2925.66,0
132,'C195373250','3','M','M840466850','es_tech',2070.75,1
45,'C1289219178','4','M','M348934600','es_transportation',2019.13,0
50,'C747353905','2','M','M85975013','es_food',2283.87,0
41,'C2113737065','2','F','M1649169323','es_sportsandtoys',2073.79,1
63,'C1647495093','3','M','M1198415165','es_wellnessandbeauty',2628.61,1
117,'C877773949','3','M','M348934600','es_transportation',2595.15,0
4,'C186769596','2','F','M348934600','es_transportation',2092.93,0
132,'C1082462651','3','F','M1823072687','es_transportation',2784.69,0
60,'C1779394537','4','F','M1823072687','es_transportation',2242.75,0
78,'C1152835627','U','E','M1823072687','es_transportation',2051.38,0
88,'C1464030920','1','F','M151143676','es_barsandrestaurants',2232.54,0
176,'C1038215695','4','M','M480139044','es_health',2969.68,1
52,'C1383269171','1','F','M1198415165','es_wellnessandbeauty',2329.41,1
120,'C1100276718','1','F','M1823072687','es_transportation',2004.5,0
89,'C243130666','4','F','M840466850','es_tech',2172.21,1
127,'C108794529','4','F','M1823072687','es_transportation',2016.21,0
114,'C1080032135','6','F','M1198415165','es_wellnessandbeauty',2152.74,1
143,'C1469453217','1','F','M1823072687','es_transportation',2112.55,0
61,'C576545848','6','M','M348934600','es_transportation',2830.57,0
64,'C1450140987','4','F','M980657600','es_sportsandtoys',2248.42,1
115,'C611182051','2','F','M980657600','es_sportsandtoys',2437.38,1
131,'C1995039136','2','M','M1823072687','es_transportation',6046.65,0
28,'C1572610482','3','F','M3697346','es_leisure',5065.22,1
41,'C1761368684','1','F','M209847108','es_wellnessandbeauty',2672.44,0
53,'C665247956','4','M','M480139044','es_health',5020.3,1
157,'C696806398','2','F','M151143676','es_barsandrestaurants',2057.86,0
167,'C1734862058','4','M','M980657600','es_sportsandtoys',2580.48,1
152,'C589097761','3','M','M1823072687','es_transportation',2095.03,0
84,'C208514238','3','M','M348934600','es_transportation',2249.05,0
148,'C1758950662','4','F','M348934600','es_transportation',2036.47,0
113,'C1353776547','6','M','M348934600','es_transportation',2223.8,0
110,'C2092733799','2','F','M855959430','es_hyper',2042.62,1
148,'C1400578246','4','M','M348934600','es_transportation',2353.16,0
162,'C23582994','2','F','M1823072687','es_transportation',2284.46,0
115,'C76313164','3','F','M1823072687','es_transportation',2314.22,0
52,'C1973547259','3','M','M1823072687','es_transportation',5922.14,0
76,'C769941724','5','F','M855959430','es_hyper',5194.56,1
85,'C611520731','4','F','M1741626453','es_sportsandtoys',2353.57,1
26,'C2079384186','2','F','M732195782','es_travel',2845.44,1
20,'C1079254393','1','F','M547558035','es_fashion',2078.07,1
161,'C1368070837','2','F','M348934600','es_transportation',2154.79,0
167,'C363287468','2','F','M1823072687','es_transportation',2072.69,0
19,'C1275518867','5','F','M980657600','es_sportsandtoys',2486.91,1
179,'C2033917877','3','M','M840466850','es_tech',4854.69,1
73,'C660475396','5','M','M348934600','es_transportation',6217.86,0
62,'C1952969809','4','F','M348934600','es_transportation',2499.7,0
25,'C1923945958','2','M','M3697346','es_leisure',2514.2,1
83,'C840054516','2','F','M980657600','es_sportsandtoys',2901.32,1
153,'C1977646698','3','F','M348934600','es_transportation',2423.05,0
78,'C663226052','3','F','M348934600','es_transportation',2468.82,0
62,'C1787537369','2','M','M348934600','es_transportation',2261.85,0
48,'C339075311','3','F','M1741626453','es_sportsandtoys',2498.38,1
69,'C21670075','2','F','M855959430','es_hyper',2656.54,1
116,'C1626806996','4','M','M1913465890','es_health',2305.38,0
111,'C1297100897','4','M','M480139044','es_health',2278.2,1
104,'C1486069778','4','F','M1823072687','es_transportation',2095.03,0
55,'C270217031','3','F','M1823072687','es_transportation',2125.15,0
161,'C368299362','2','F','M1823072687','es_transportation',2689.86,0
135,'C907877340','3','F','M980657600','es_sportsandtoys',2526.63,1
103,'C21670075','2','F','M1823072687','es_transportation',2274.14,0
74,'C75208519','2','M','M855959430','es_hyper',2626.03,0
87,'C2113737065','2','F','M980657600','es_sportsandtoys',2648.71,1
144,'C10745331','4','F','M1823072687','es_transportation',2036.51,0
3,'C1522289895','3','F','M348934600','es_transportation',2245.49,0
30,'C2113737065','2','F','M78078399','es_wellnessandbeauty',2766.11,1
155,'C1929167055','4','M','M980657600','es_sportsandtoys',2138.06,1
99,'C295094185','2','M','M348934600','es_transportation',2144.83,0
114,'C894687005','5','M','M1823072687','es_transportation',2346.57,0
71,'C587299231','2','F','M1198415165','es_wellnessandbeauty',2642.15,1
26,'C1886871597','4','F','M480139044','es_health',2620.64,1
12,'C260437492','3','F','M348934600','es_transportation',2293.53,0
1,'C85945497','4','F','M348934600','es_transportation',2374.89,0
141,'C1350963410','5','F','M480139044','es_health',2396.61,1
27,'C1143401925','1','F','M732195782','es_travel',2535.42,1
127,'C811312110','3','F','M980657600','es_sportsandtoys',2284.12,1
166,'C910454738','4','F','M480139044','es_health',2377.53,1
50,'C1918064652','2','M','M85975013','es_food',2441.49,0
171,'C809339851','3','F','M1823072687','es_transportation',2533.84,0
35,'C2063574289','1','F','M348934600','es_transportation',2118.84,0
99,'C989137613','4','F','M2122776122','es_home',2371.45,1
85,'C1817318774','2','F','M1535107174','es_wellnessandbeauty',2319.73,1
6,'C1095604325','1','F','M348934600','es_transportation',5799.04,0
73,'C1817318774','2','F','M3697346','es_leisure',4917.32,1
97,'C440111595','2','F','M1823072687','es_transportation',2396.62,0
122,'C1496962993','5','F','M1888755466','es_otherservices',2301.36,1
13,'C574852748','4','F','M348934600','es_transportation',2634.76,0
4,'C894204131','1','M','M480139044','es_health',2360.09,1
122,'C1030975170','1','M','M85975013','es_food',2186.8,0
176,'C2014438912','1','F','M1823072687','es_transportation',2270.6,0
56,'C1014347664','6','M','M348934600','es_transportation',2313.5,0
49,'C908162687','6','F','M1294758098','es_leisure',2464.28,1
85,'C1334045764','3','F','M17379832','es_sportsandtoys',2100.02,1
61,'C354971512','6','F','M348934600','es_transportation',2262.63,0
9,'C1275518867','5','F','M1649169323','es_sportsandtoys',2139.04,1
44,'C296571542','2','F','M855959430','es_hyper',2105.64,1
121,'C1923945958','2','M','M855959430','es_hyper',2378.11,1
6,'C2027892936','4','F','M348934600','es_transportation',2005.79,0
130,'C1038277619','6','M','M3697346','es_leisure',2038.66,1
115,'C381007057','1','F','M151143676','es_barsandrestaurants',2350.56,1
135,'C1181615831','3','M','M3697346','es_leisure',2274.91,1
79,'C2143703121','5','F','M1823072687','es_transportation',2780.28,0
120,'C2088631865','3','F','M1823072687','es_transportation',2159.43,0
13,'C1355357191','3','F','M348934600','es_transportation',2090.15,0
173,'C1653588482','2','F','M732195782','es_travel',2400.38,1
22,'C1849046345','4','F','M480139044','es_health',2340.11,1
105,'C611182051','2','F','M1198415165','es_wellnessandbeauty',2576.72,1
15,'C1085056650','1','F','M732195782','es_travel',2532.68,1
95,'C91915601','4','M','M1823072687','es_transportation',2555.92,0
140,'C354098761','2','F','M85975013','es_food',2324.95,0
52,'C1933962406','2','F','M495352832','es_travel',2415.09,0
47,'C874212917','2','F','M1823072687','es_transportation',2196.12,0
111,'C1228110352','1','M','M1946091778','es_wellnessandbeauty',2019.11,0
0,'C555482626','3','F','M209847108','es_wellnessandbeauty',2328.51,1
166,'C140648396','3','F','M980657600','es_sportsandtoys',3022.83,1
174,'C454240137','5','M','M1535107174','es_wellnessandbeauty',2224.25,1
76,'C2051369004','2','F','M980657600','es_sportsandtoys',2202.42,1
8,'C1629693561','4','M','M348934600','es_transportation',2456.64,0
46,'C1490935984','4','F','M209847108','es_wellnessandbeauty',2380.24,1
53,'C1352750459','6','M','M2122776122','es_home',2546.86,1
137,'C381007057','1','F','M732195782','es_travel',2467.89,1
147,'C2033917877','3','M','M1535107174','es_wellnessandbeauty',2597.17,0
7,'C179390259','4','F','M1198415165','es_wellnessandbeauty',2296.92,1
64,'C380911997','2','F','M1823072687','es_transportation',2867.29,0
20,'C605859862','5','F','M980657600','es_sportsandtoys',2092.4,1
93,'C428728055','1','F','M17379832','es_sportsandtoys',2320.79,1
167,'C2123823248','4','F','M1823072687','es_transportation',2171.67,0
55,'C1809615650','4','M','M1823072687','es_transportation',2019,0
174,'C207575907','6','M','M857378720','es_hotelservices',2123.09,1
83,'C475928775','4','F','M348934600','es_transportation',2729.03,0
54,'C1022713215','2','F','M348934600','es_transportation',2042.77,0
18,'C1100289413','3','M','M1535107174','es_wellnessandbeauty',2198.42,0
165,'C194301248','2','M','M1741626453','es_sportsandtoys',2053.25,1
144,'C1731249040','1','F','M1823072687','es_transportation',2769.16,0
52,'C587299231','2','F','M1873032707','es_hotelservices',2326.1,1
9,'C1464489812','4','M','M980657600','es_sportsandtoys',2432.39,1
142,'C1360481565','5','F','M980657600','es_sportsandtoys',2168.85,1
43,'C225675370','4','M','M348934600','es_transportation',2303.99,0
33,'C1562991705','5','F','M3697346','es_leisure',2133.3,1
78,'C961154945','3','M','M480139044','es_health',2251.34,1
69,'C2013867948','3','M','M855959430','es_hyper',2242.5,1
179,'C1095604325','1','F','M1823072687','es_transportation',2278.59,0
75,'C806399525','2','F','M732195782','es_travel',2604.59,1
10,'C180936571','2','M','M348934600','es_transportation',2014.2,0
72,'C869954068','3','F','M85975013','es_food',2446.06,0
57,'C1572610482','3','F','M692898500','es_health',2458.52,1
38,'C1648096390','5','M','M1946091778','es_wellnessandbeauty',2320.67,0
117,'C991774315','3','F','M85975013','es_food',2267.55,0
172,'C1475317372','1','F','M480139044','es_health',2425.38,1
55,'C489185823','4','F','M1823072687','es_transportation',2062.4,0
82,'C1505370540','3','F','M1823072687','es_transportation',2694.15,0
175,'C910454738','4','F','M840466850','es_tech',2703.95,1
113,'C1874220848','2','M','M1535107174','es_wellnessandbeauty',2606.91,1
141,'C1338932459','2','M','M1823072687','es_transportation',2052.94,0
125,'C1191069340','4','F','M980657600','es_sportsandtoys',2442.9,1
169,'C1278181986','2','F','M348934600','es_transportation',2261.87,0
60,'C1517707344','2','M','M480139044','es_health',2251.05,1
174,'C1156399058','5','M','M50039827','es_health',2022.58,0
88,'C103995111','3','M','M495352832','es_travel',4846.67,1
174,'C1653588482','2','F','M1294758098','es_leisure',4077.72,1
54,'C420340345','3','M','M348934600','es_transportation',2202.33,0
68,'C1499701993','3','M','M348934600','es_transportation',2399.81,0
71,'C1469453217','1','F','M209847108','es_wellnessandbeauty',2663.05,0
175,'C71763178','3','M','M1823072687','es_transportation',2736.28,0
143,'C746862122','3','M','M348934600','es_transportation',2261.05,0
86,'C341886098','5','M','M85975013','es_food',2352.28,0
