Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Customer_Days,Response
20130,0,0,99,0,6,3,7,6,12,0,0,0,0,0,2263,0
61286,0,1,34,356,0,107,19,9,117,0,0,0,0,0,2490,0
83917,0,0,12,514,22,732,42,198,79,0,0,0,0,0,2596,1
37070,1,1,30,231,7,137,4,15,39,0,0,0,0,0,2625,1
49980,0,1,79,104,1,54,13,9,14,0,0,0,0,0,2408,0
40059,1,0,82,110,29,92,28,10,145,1,0,0,0,0,2433,0
92163,0,0,25,817,183,797,106,163,20,0,0,1,1,0,2723,1
17345,1,0,79,4,9,16,17,0,12,0,0,0,0,0,2762,0
53083,1,1,65,215,7,33,3,0,13,0,1,0,0,0,2569,0
25252,1,0,26,1,3,4,2,2,6,0,0,0,0,0,2511,0
22682,1,0,51,10,14,29,4,2,36,0,0,0,0,0,2428,0
46106,1,1,84,30,0,8,2,0,14,0,0,0,0,0,2208,0
55158,1,1,72,293,0,87,4,11,23,0,0,0,0,0,2858,1
82497,0,0,32,777,129,573,216,21,203,0,0,1,0,0,2765,0
46734,1,2,86,100,1,39,6,1,76,1,0,0,0,0,2410,0
38725,1,1,52,31,0,6,2,1,5,0,0,0,0,0,2209,0
48948,0,0,53,437,8,206,160,49,42,1,0,0,0,0,2672,1
78789,0,0,12,667,50,850,21,83,83,0,0,0,0,0,2849,1
80573,0,0,85,829,138,430,60,92,15,0,0,0,0,0,2782,0
75774,1,0,27,340,21,134,258,14,56,0,0,0,0,0,2217,0
35641,1,0,11,63,3,67,8,9,28,0,0,0,0,0,2509,1
79800,0,0,65,1060,21,530,32,0,224,1,0,1,1,0,2803,1
57091,0,0,0,464,5,64,7,0,37,0,0,0,0,1,2173,1
84196,0,1,56,215,63,507,231,31,190,0,0,0,0,0,2550,0
81361,0,0,18,163,23,424,27,65,76,0,0,0,0,0,2283,1
27190,1,0,13,1,6,7,0,1,3,1,0,0,0,0,2477,1
22419,0,0,74,30,3,47,19,21,42,0,0,0,0,0,2596,0
75345,0,0,16,918,57,842,99,38,133,0,0,0,1,0,2671,1
64509,0,0,19,836,185,575,24,25,77,1,0,0,0,0,2475,1
68657,0,0,4,482,34,471,119,68,22,0,0,0,0,0,2653,0
54998,0,1,3,154,22,202,39,30,8,0,0,0,0,0,2635,1
82025,0,0,76,267,98,606,48,70,98,0,0,1,0,0,2556,1
42000,0,0,23,124,83,267,85,59,35,0,0,0,0,0,2694,1
47175,1,1,81,167,2,44,6,2,19,1,0,0,0,0,2768,1
34469,1,1,58,19,6,20,0,5,12,0,0,0,0,0,2215,0
14421,0,0,81,0,0,2,3,3,8,1,0,0,0,0,2291,0
34738,1,0,51,3,2,10,3,0,2,0,0,0,0,0,2208,0
14661,0,0,88,4,1,11,6,2,2,0,0,0,0,0,2703,0
87771,0,1,61,1492,38,287,50,57,33,0,1,1,1,1,2562,1
39660,1,0,36,139,13,78,20,13,36,0,0,0,0,0,2849,1
93790,0,0,16,1302,68,731,89,114,45,0,1,1,1,0,2296,1
94384,0,0,62,1111,24,790,160,45,172,0,1,1,1,0,2641,1
83829,0,0,78,897,161,430,186,161,27,1,0,1,1,0,2423,1
22701,1,0,2,2,4,9,0,4,5,0,0,0,0,0,2456,0
69867,0,0,30,196,0,512,33,130,54,0,0,0,1,0,2612,1
76467,1,0,44,676,161,426,210,44,58,0,0,0,0,0,2840,1
37717,1,0,31,9,0,6,4,1,5,0,0,0,0,0,2742,0
70321,0,0,6,303,23,751,82,26,191,0,0,0,0,0,2688,1
69755,0,0,23,217,77,373,111,23,93,0,0,0,0,0,2429,0
94384,0,0,62,1111,24,790,160,45,172,0,1,1,1,0,2641,1
17003,1,0,37,2,5,12,4,8,7,0,0,0,0,0,2361,0
24645,1,0,16,5,3,4,4,1,0,0,0,0,0,0,2764,0
67911,0,1,63,529,0,356,63,28,0,0,0,0,0,0,2197,0
36130,0,1,46,157,43,127,68,56,37,1,0,0,0,0,2671,1
74881,1,1,48,505,72,270,36,27,54,0,0,0,0,0,2637,0
40794,0,1,18,261,23,73,4,23,50,0,0,0,0,0,2607,0
86857,0,0,96,899,102,838,133,102,40,0,0,0,0,0,2814,1
91700,0,0,58,576,172,961,125,115,19,0,0,0,0,0,2687,1
38513,1,0,20,172,3,115,16,0,18,0,0,0,0,0,2311,1
64497,0,1,17,1170,48,320,42,32,192,1,0,0,0,0,2816,1
92955,0,0,35,693,21,925,31,24,84,0,0,1,1,0,2473,1
69805,0,1,50,750,71,174,13,10,20,0,0,0,0,0,2318,0
46098,1,1,86,57,0,27,0,0,36,0,0,0,0,0,2839,1
48789,0,0,94,351,16,156,7,5,145,0,0,0,0,0,2816,0
75507,0,0,56,709,93,374,104,80,80,0,0,0,0,0,2217,0
80134,1,0,40,1218,16,272,104,0,80,0,1,1,1,0,2564,1
31158,1,0,62,25,6,16,20,0,5,0,0,0,0,0,2677,0
54414,1,1,49,109,18,16,24,26,18,0,0,0,0,0,2681,0
49544,1,0,0,308,0,73,0,0,23,0,0,0,0,0,2661,0
46854,1,1,81,96,1,79,7,1,79,1,0,0,0,0,2249,1
16653,1,0,10,5,7,31,15,4,7,0,0,0,0,0,2231,1
46904,1,1,20,153,4,56,0,9,31,0,0,0,0,0,2762,0
18351,0,0,1,1,12,9,0,14,7,0,0,0,0,0,2402,0
53977,0,1,21,620,16,165,0,24,82,0,0,0,0,0,2545,0
58917,1,2,10,151,7,89,0,7,28,0,0,0,0,0,2621,0
15759,0,0,12,1,2,5,6,0,3,0,0,0,0,0,2456,0
70971,0,1,28,1001,17,572,93,125,17,0,0,0,0,0,2805,1
68117,0,1,80,618,44,215,0,17,36,1,0,0,0,0,2635,1
39552,1,1,54,165,3,147,4,24,41,0,0,0,0,0,2717,1
76140,0,0,57,586,66,653,17,0,26,0,0,0,0,0,2206,0
78468,0,0,29,434,22,388,104,22,34,0,0,0,1,0,2240,0
30351,1,0,19,14,0,24,3,3,2,0,0,0,0,0,2547,1
36715,1,0,16,172,10,125,21,13,16,0,0,0,0,0,2748,1
72298,0,0,52,625,35,169,58,17,35,0,1,1,0,0,2270,0
15345,1,0,51,5,2,16,3,2,19,0,0,0,0,0,2826,1
27213,1,0,19,19,3,26,10,9,3,0,0,0,0,0,2827,1
64504,1,2,81,986,36,168,16,0,108,0,0,0,0,0,2641,1
42731,1,0,64,159,2,51,6,2,24,0,0,0,0,0,2410,0
80952,0,0,20,778,178,689,41,27,44,0,1,1,1,0,2645,1
59754,0,1,96,115,27,44,4,146,139,0,0,0,0,0,2734,1
33629,1,1,49,132,0,16,0,0,4,0,0,0,0,0,2849,0
56534,0,1,35,691,7,61,10,0,46,0,1,0,0,1,2500,1
85431,0,0,54,376,53,462,168,53,53,0,0,0,0,0,2545,0
80589,0,0,25,507,93,520,242,40,26,0,0,0,1,0,2317,1
17144,1,1,96,18,2,19,0,2,6,0,0,0,0,0,2293,0
18227,1,0,21,1,2,7,4,3,11,0,0,0,0,0,2757,0
78569,0,0,14,558,79,622,207,175,95,0,0,1,0,0,2289,1
31353,1,1,24,10,0,10,3,1,7,0,0,0,0,0,2341,1
47139,1,1,2,46,0,12,0,2,23,0,0,0,0,0,2274,1
42395,1,1,35,48,13,57,24,15,25,0,0,0,0,0,2245,0
46231,2,1,87,189,2,55,0,5,12,0,0,0,0,0,2739,0
91065,0,0,33,822,114,108,179,137,114,0,0,1,1,0,2651,1
49667,0,0,35,1181,26,120,17,13,39,1,0,0,0,0,2837,1
60896,0,1,90,1013,30,399,60,46,153,0,0,0,0,0,2785,1
47916,0,1,72,505,0,26,0,0,75,0,1,0,0,0,2743,0
36145,1,0,13,56,4,76,17,1,18,1,0,0,0,0,2537,1
86429,0,0,10,464,28,873,29,18,37,0,0,0,1,0,2379,1
27159,1,1,33,17,0,3,0,0,1,0,0,0,0,0,2251,0
34935,0,0,71,34,4,66,3,10,20,0,0,0,0,0,2532,0
51563,0,0,60,1166,0,48,0,0,36,0,1,1,0,0,2795,0
56775,0,1,62,614,35,160,58,35,35,0,0,0,0,0,2702,0
26091,1,1,84,15,10,19,8,17,20,0,0,0,0,0,2283,0
84865,0,0,1,1248,16,349,43,16,16,0,1,1,1,1,2575,1
78028,0,1,38,158,19,288,25,0,38,0,1,1,0,0,2816,1
59925,0,1,83,473,21,176,19,21,56,0,0,0,0,0,2735,0
30372,1,1,33,15,0,12,7,3,7,0,0,0,0,0,2710,0
88097,1,0,24,163,0,480,0,126,75,0,1,1,1,0,2839,1
65352,0,1,43,284,3,84,4,7,23,0,0,0,0,0,2471,0
36778,1,1,63,29,4,34,2,4,4,0,0,0,0,0,2852,0
57091,0,1,82,462,0,24,6,0,4,0,1,0,0,0,2742,1
85696,0,0,88,714,76,395,116,0,12,0,0,0,0,0,2581,1
56046,0,0,9,577,0,64,0,0,51,1,0,0,0,0,2702,1
69969,0,0,64,882,29,514,38,29,44,0,0,1,1,0,2465,1
78618,0,0,87,736,163,818,212,163,61,0,1,0,0,0,2798,0
53858,0,1,50,407,53,221,58,150,26,0,0,0,0,0,2756,0
23626,1,0,84,27,2,14,0,0,0,0,0,0,0,0,2195,0
15287,1,0,60,1,2,8,4,3,13,1,0,0,0,0,2786,1
48240,0,0,73,389,91,248,64,49,41,0,0,0,0,0,2756,1
70440,0,0,49,690,117,499,76,102,88,0,0,0,1,0,2423,0
69719,0,0,99,273,86,208,177,14,43,0,0,0,0,0,2193,0
65220,0,0,3,890,63,292,0,25,12,0,0,0,0,0,2823,1
35946,1,1,24,8,0,3,0,0,0,0,0,0,0,0,2434,0
21474,1,0,0,6,16,24,11,0,34,1,0,0,0,0,2241,1
69627,0,1,35,231,161,215,171,30,53,0,0,0,0,0,2628,0
61250,0,1,49,382,138,65,60,26,59,0,0,0,0,0,2719,0
37401,1,0,14,19,3,19,3,1,3,0,0,0,0,0,2213,0
77632,0,0,73,1200,105,758,0,42,147,0,1,1,0,0,2635,1
10245,1,0,32,4,7,7,6,4,13,0,0,0,0,0,2569,0
77297,0,0,84,408,61,109,48,122,41,0,0,0,1,0,2678,0
101970,0,0,69,722,27,102,44,72,168,0,1,1,1,0,2633,1
28647,1,0,54,19,8,29,0,12,26,1,0,0,0,0,2471,1
65148,0,1,9,460,35,422,33,12,153,0,0,0,0,0,2749,0
77766,0,1,97,1004,59,265,115,59,27,1,0,0,0,0,2651,1
48432,0,1,3,322,3,50,4,3,42,0,0,0,0,0,2778,1
66000,0,0,36,244,51,270,101,0,45,0,0,0,0,0,2229,0
90638,0,0,29,1156,120,915,94,144,96,0,0,1,0,0,2295,1
22070,1,0,11,10,7,19,8,2,21,0,0,0,0,0,2427,0
82014,0,0,48,980,37,265,35,163,31,0,0,0,0,0,2837,1
34421,1,0,81,3,3,7,6,2,9,0,0,0,0,0,2522,0
36038,1,0,82,23,0,15,0,2,7,0,0,0,0,0,2553,0
71853,0,0,29,358,108,413,141,97,32,0,0,0,0,0,2576,0
72903,0,0,74,1067,138,750,0,19,39,0,1,1,1,0,2402,1
49912,0,1,5,520,8,223,32,49,42,1,0,0,0,0,2819,1
50611,0,1,98,459,0,24,6,0,4,0,1,0,0,0,2792,1
78394,0,0,13,298,27,697,216,24,166,0,0,0,0,0,2658,1
86037,0,0,95,490,44,125,29,20,22,0,1,1,0,0,2702,1
44689,1,1,82,18,0,5,0,0,11,1,0,0,0,0,2329,0
76982,0,0,19,464,151,292,65,60,30,0,0,1,0,0,2293,1
15253,1,0,13,1,3,3,8,1,13,0,0,0,0,0,2403,0
22669,1,0,30,16,14,36,37,22,48,0,0,0,0,0,2562,1
77598,0,0,53,1193,33,281,129,66,33,0,0,1,0,0,2430,0
96843,0,0,60,448,71,951,40,17,17,0,0,1,0,0,2591,1
42387,1,0,42,235,0,235,19,4,191,0,0,0,0,0,2767,0
14906,0,0,86,7,7,14,7,16,15,0,0,0,0,0,2713,0
30732,1,0,44,155,1,25,0,1,3,0,0,0,0,0,2699,0
87771,0,1,61,1492,38,287,50,57,33,0,1,1,1,1,2562,1
0,1,1,0,178,4,26,8,4,44,0,0,0,0,0,2556,0
0,1,1,0,22,0,19,6,5,3,0,0,0,0,0,2169,0
0,0,0,0,471,102,125,212,61,245,0,0,1,1,0,2716,1
0,0,1,0,167,0,43,6,2,13,0,0,0,0,0,2304,0
0,0,1,0,28,0,9,3,0,0,0,0,0,0,0,2262,0
0,0,1,0,430,16,322,0,24,0,0,0,0,0,0,2582,0
0,1,1,0,135,1,41,0,1,0,0,0,0,0,0,2510,0
0,1,1,0,144,1,32,0,1,0,0,0,0,0,0,2437,0
0,1,0,0,10,0,7,0,0,0,0,0,0,0,0,2445,0
0,0,0,0,728,0,133,0,8,0,0,0,0,0,0,2714,0
0,0,0,0,960,0,883,0,38,0,0,0,0,1,0,2634,1
0,0,0,0,1276,0,746,94,29,0,0,0,1,0,0,2414,1
0,1,1,0,5,0,10,6,5,0,0,0,0,0,0,2627,0
0,0,0,0,152,0,103,106,54,0,0,1,1,1,0,0,1
0,1,1,0,100,0,16,2,1,31,0,0,0,0,0,0,1
0,1,0,0,9,0,24,2,1,2,0,0,0,0,0,0,0
0,0,1,0,102,1,15,2,0,24,0,0,0,0,0,0,0
0,0,1,0,408,0,21,0,0,17,0,0,0,0,0,0,1
0,0,0,0,482,147,509,104,0,107,0,0,1,0,0,0,0
0,0,0,0,968,147,842,137,0,210,1,0,1,0,0,0,1
0,1,0,0,275,0,86,10,0,66,0,0,0,0,0,2596,0
0,1,0,0,7,0,12,13,0,32,1,0,0,0,0,2856,1
0,0,0,0,1076,0,103,29,0,68,0,1,1,0,0,2549,1
0,0,1,0,173,0,39,3,0,47,0,0,0,0,0,2545,0
0,0,0,0,217,0,690,50,26,38,0,0,0,0,0,0,1
0,0,0,0,6,0,11,11,1,16,0,0,0,0,0,0,0
0,0,1,92,544,0,133,23,151,107,0,0,0,0,0,0,0
0,0,0,38,452,0,514,13,30,0,0,0,0,0,0,0,1
0,0,0,35,816,0,549,216,66,99,0,0,0,0,0,0,1
0,1,0,76,4,0,11,3,7,32,0,0,0,0,0,0,1
0,0,1,39,380,0,47,6,0,34,0,1,0,0,0,0,1
0,0,1,64,70,0,17,0,0,6,0,0,0,0,0,0,0
0,0,1,8,277,21,64,62,21,25,0,0,0,0,0,0,0
0,1,1,33,20,1,28,3,3,2,0,0,0,0,0,2606,1
0,1,0,68,2,1,6,2,1,1,0,0,0,0,0,2716,0
0,1,0,2,14,0,16,0,0,6,0,0,0,0,0,2493,1
0,1,1,2,38,4,22,3,0,3,0,0,0,0,0,2531,1
0,1,0,75,0,0,23,4,0,19,0,0,0,0,0,2823,1
0,0,0,92,0,35,305,46,0,227,0,0,0,0,0,2197,0
0,0,0,0,0,104,379,111,0,218,0,0,0,0,0,2172,1
0,1,1,8,0,33,60,8,0,15,0,0,0,0,0,2703,1
0,1,1,58,0,3,10,8,0,7,0,0,0,0,0,2228,0
0,0,0,14,0,35,731,39,0,114,0,0,1,0,0,2804,1
0,0,1,90,138,3,38,4,0,59,0,0,0,0,0,2587,0
0,0,0,56,536,27,590,38,0,67,1,0,1,0,0,2808,1
0,1,1,0,8,2,5,3,0,3,0,0,0,0,0,2251,0
0,0,0,0,124,83,267,85,59,35,0,0,0,0,0,2694,1
0,0,1,0,941,14,397,76,58,176,0,0,0,0,0,2804,1
0,0,1,0,0,48,186,39,18,198,0,0,0,0,0,0,1
0,1,0,0,0,2,18,3,0,24,0,0,0,0,0,0,1
0,0,0,0,0,23,117,179,28,44,0,0,0,1,0,0,1
0,1,0,0,0,7,5,2,15,0,0,0,0,0,0,0,0
0,0,1,0,0,3,52,2,1,0,0,0,0,0,0,0,1
0,1,0,68,0,12,141,43,39,0,0,0,0,0,0,0,1
0,1,0,39,0,2,28,3,2,0,0,0,0,0,0,0,0
0,0,0,29,0,29,890,250,27,0,0,0,0,0,0,0,1
0,0,2,54,35,0,4,0,0,0,0,0,0,0,0,0,0
0,0,1,53,204,5,39,17,0,0,0,0,0,0,0,2844,1
0,1,0,56,244,15,108,4,15,50,0,0,0,0,0,2840,1
0,1,0,52,3,3,7,0,2,11,0,0,0,0,0,2404,0
0,0,0,63,789,0,142,12,9,38,0,0,0,0,0,2734,0
0,1,0,52,1,4,10,29,0,36,1,0,0,0,0,2817,0
0,0,0,27,10,24,15,0,1,30,1,0,0,0,0,2293,1
0,0,0,0,29,0,5,0,1,5,0,0,0,0,0,2587,0
0,0,0,0,275,59,107,0,101,59,0,0,0,0,0,0,0
0,0,0,0,216,162,224,0,92,162,0,0,0,0,0,0,1
0,1,0,0,25,1,13,0,0,3,0,0,0,0,0,0,0
0,0,0,0,10,3,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,995,112,417,42,48,41,0,0,0,0,0,0,1
0,1,1,0,70,3,37,4,2,64,0,0,0,0,0,0,1
0,0,0,0,565,42,548,64,83,99,0,0,0,0,0,0,1
0,0,0,0,1003,34,0,134,51,34,0,0,0,1,0,0,1
0,0,0,0,1206,55,0,168,18,18,0,0,0,0,0,0,0
0,0,0,0,416,46,0,60,107,46,0,0,0,0,0,0,1
0,1,0,9,234,14,0,19,10,42,0,0,0,0,0,2317,0
0,1,0,20,6,4,0,4,3,8,0,0,0,0,0,2638,0
0,1,1,3,1099,0,0,0,0,34,0,1,0,0,0,2795,1
0,0,1,17,1004,12,0,32,12,36,0,0,0,1,0,2766,1
0,1,1,40,8,4,0,3,0,3,0,0,0,0,0,2820,0
0,0,0,79,908,43,0,40,0,21,0,1,1,1,0,2486,1
0,0,1,93,0,22,0,6,0,92,0,0,0,0,0,2773,0
0,0,0,13,0,185,687,145,0,241,0,0,1,0,0,2848,1
0,1,0,23,0,1,2,0,0,1,0,0,0,0,0,2172,0
0,0,1,77,0,0,12,0,0,48,0,0,0,0,0,2245,0
0,1,0,16,0,10,12,3,0,40,0,0,0,0,0,2298,1
0,1,1,7,0,2,56,0,0,0,0,0,0,0,0,0,1
0,0,0,32,0,11,137,179,0,45,0,0,0,0,0,0,0
0,0,0,78,0,161,430,186,161,27,0,0,1,0,0,0,1
0,1,0,26,2,0,9,3,6,2,0,0,0,0,0,0,0
0,1,1,72,43,4,12,8,0,27,0,0,0,0,0,0,0
0,0,0,21,380,98,733,110,112,28,0,0,1,0,0,0,1
0,0,1,79,543,10,205,160,143,82,0,0,0,0,0,0,1
0,1,1,65,10,5,28,11,1,8,0,0,0,0,0,0,0
0,0,1,53,965,69,279,54,41,69,0,0,0,0,0,0,1
0,0,0,94,8,9,9,2,5,22,0,0,0,0,0,0,0
0,1,2,11,416,0,26,0,0,4,0,1,0,0,0,0,1
0,1,0,21,0,17,52,3,19,30,1,0,0,0,0,0,1
0,1,0,64,0,0,6,6,2,6,0,0,0,0,0,0,0
0,0,0,51,0,6,27,12,17,39,0,0,0,0,0,0,0
0,1,2,79,0,1,21,3,0,10,0,0,0,0,0,0,0
0,1,0,12,0,4,16,3,10,30,0,0,0,0,0,0,1
0,1,1,26,0,9,45,3,15,20,0,0,0,0,0,0,1
0,0,0,8,0,16,128,0,0,160,0,1,0,0,1,0,1
0,0,1,92,0,27,421,13,195,71,0,0,0,0,0,0,0
0,0,0,10,0,26,269,34,13,42,0,1,0,0,0,0,1
0,0,0,36,671,47,655,145,111,15,0,0,0,0,0,0,1
0,0,1,96,712,0,45,0,0,191,1,0,0,0,0,0,0
0,0,0,60,526,80,553,123,94,53,0,0,0,1,0,0,1
0,1,0,92,6,2,18,2,8,14,0,0,0,0,0,0,0
0,0,0,23,3,9,0,13,2,39,1,0,0,0,0,0,1
0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
0,0,1,0,731,60,0,78,12,73,0,0,0,0,0,2666,0
0,0,1,0,1050,12,0,0,0,24,0,0,0,1,1,2673,1
0,0,0,0,965,34,0,89,86,37,1,0,0,0,0,2760,0
0,0,1,0,254,10,0,30,10,227,1,0,0,0,0,2697,0
0,1,0,0,448,0,0,80,0,91,0,0,0,0,0,2692,0
0,0,0,0,1060,0,0,80,20,101,1,0,1,1,0,2171,1
0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,2828,0
0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,2515,0
0,1,0,0,656,0,455,52,107,0,1,0,1,0,0,2694,0
0,0,0,0,56,0,29,2,14,0,0,0,0,0,0,2191,1
0,0,0,0,448,0,125,0,101,0,1,0,1,0,0,2196,1
0,0,0,0,1285,0,449,0,20,0,0,0,1,0,0,2422,1
0,1,0,0,33,0,24,0,2,0,0,0,0,0,0,2252,0
0,0,1,0,53,0,8,0,0,0,0,0,0,0,0,2169,0
0,0,1,0,1148,0,60,0,0,0,0,1,0,0,0,2685,1
0,0,0,69,364,40,425,0,60,50,0,0,0,0,0,2317,0
0,0,1,0,384,0,102,0,32,5,0,0,0,0,0,2328,0
0,0,0,8,1092,37,592,145,37,55,0,0,0,1,0,2354,1
0,0,0,11,20,6,5,0,9,12,1,0,0,0,0,2519,0
0,0,1,83,509,0,65,7,11,5,0,0,0,0,0,2728,0
0,0,0,40,703,102,601,0,58,43,0,0,0,0,0,2387,1
0,1,1,87,0,4,10,3,4,18,0,0,0,0,0,2249,0
0,0,0,94,0,28,818,0,28,56,1,0,1,1,1,2618,1
0,1,1,0,0,4,44,10,10,43,0,0,0,0,0,2578,1
0,0,1,0,0,10,38,0,13,27,0,0,0,0,0,2733,0
0,0,0,0,0,64,464,146,0,16,0,0,0,1,0,2566,0
0,0,1,0,0,11,218,0,0,23,0,0,0,0,0,2611,1
0,0,0,0,179,21,273,0,21,63,1,0,0,1,0,2814,1
0,1,0,0,8,0,15,7,6,2,0,0,0,0,0,2731,0
0,0,0,0,620,0,239,99,0,119,0,1,0,0,1,2839,1
0,0,0,0,91,0,128,65,0,50,0,0,0,0,0,2843,0
0,0,0,8,16,0,30,8,0,26,0,0,0,0,0,2753,0
0,0,0,28,712,0,420,65,0,38,0,0,0,0,0,2451,1
0,0,0,84,0,0,241,104,0,232,0,0,0,0,0,2822,0
0,0,0,23,0,0,26,11,0,12,0,0,0,0,0,2580,0
0,0,0,2,0,0,653,28,0,0,0,0,0,0,0,2844,1
0,0,1,84,0,0,19,0,0,20,0,0,0,0,0,2283,0
0,0,0,28,0,31,558,0,0,79,0,0,0,0,0,2247,0
0,0,0,10,0,153,293,0,0,30,0,1,0,0,0,2729,1
0,0,0,38,0,6,15,0,7,13,0,0,0,0,0,2731,0
0,0,0,12,0,26,538,0,13,80,0,1,1,0,0,2519,1
0,0,1,93,0,63,254,0,12,12,0,1,0,0,0,2733,0
0,0,1,91,350,3,0,0,0,19,0,0,0,0,0,2388,0
0,0,0,56,1050,14,0,0,14,112,1,0,0,0,0,2302,1
0,0,0,23,1006,22,0,59,68,0,0,0,0,1,0,2741,1
0,2,1,31,8,1,0,0,0,0,0,0,0,0,0,2316,0
0,0,0,58,184,23,0,30,23,0,0,1,0,1,0,0,1
0,1,0,30,46,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,15,32,0,0,23,4,0,0,0,0,0,0,0,0
0,0,0,15,840,53,0,23,71,0,0,0,0,1,0,0,1
0,0,0,3,345,53,0,98,75,0,0,0,0,0,0,0,1
0,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,522,0,0,32,16,0,0,0,0,0,0,0,1
0,0,0,0,635,88,0,172,88,0,0,0,0,0,0,0,1
0,0,0,0,539,169,0,20,0,0,0,0,0,0,0,0,1
0,0,1,0,204,7,149,20,15,0,0,0,0,0,0,0,0
0,1,1,0,15,0,8,4,2,20,0,0,0,0,0,0,0
0,0,1,0,14,0,3,0,0,3,0,0,0,0,0,0,0
0,1,0,63,123,17,171,0,0,30,0,0,0,0,0,2390,0
0,0,0,32,0,178,555,0,138,118,0,0,0,0,0,2520,0
58482,0,1,0,0,7,115,0,7,0,0,0,0,0,0,2268,0
69267,0,0,0,0,44,499,0,73,0,0,0,0,0,0,2804,1
83151,0,0,0,0,28,100,0,74,0,0,0,0,0,0,2786,0
48948,0,0,0,0,8,206,0,49,0,1,0,0,0,0,2672,1
31385,1,0,0,0,2,12,0,1,0,1,0,0,0,0,2730,1
60491,0,0,0,0,47,237,0,19,0,0,0,0,0,0,2455,0
63684,0,0,0,0,80,428,0,93,0,0,0,0,0,0,2739,0
80141,0,0,0,0,102,673,0,40,0,0,0,0,0,0,2693,1
7500,1,0,0,0,8,11,0,8,0,0,0,0,0,0,0,0
81698,0,0,0,0,28,520,0,123,47,0,0,0,0,0,0,1
50501,1,0,0,297,0,38,0,0,152,1,0,0,0,0,0,1
31497,0,0,0,108,1,28,13,1,4,0,0,0,0,0,0,0
51650,0,1,0,152,3,22,2,5,7,0,0,0,0,0,0,0
42162,1,0,0,46,7,59,2,4,27,1,0,0,0,0,0,1
54356,0,1,0,710,15,30,20,0,0,0,0,0,0,0,0,1
0,0,1,0,717,42,864,219,30,84,0,0,0,1,0,0,0
0,0,0,0,488,21,238,56,108,28,0,0,0,0,0,2857,0
0,1,0,0,152,9,121,12,12,0,0,0,0,0,0,2853,0
